conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
1.1.1.1.1.19.12.10.00.00.00.000;06;0603;28,70;0,00;4.282,70;4.311,40;0,00;0,00;"Banrisul F. Meio Ambi. 04.011.801.0-2";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.11.00.00.00.000;03;0301;0,00;0,00;44.977,55;33.904,59;11.072,96;0,00;"Banrisul Emp.Consignacao 04.011.834.0-3";A;08;F;S;P;F;8001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.12.00.00.00.000;02;0201;0,00;0,00;1.034.431,01;1.034.431,01;0,00;0,00;"BANRISUL Folha de Pagto 04.011746.0-9";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.13.00.00.00.000;02;0201;14.133,06;0,00;423.520,35;354.070,19;83.583,22;0,00;"Banrisul - Ret.Folh 04.012.250.0-9(8001)";A;08;F;S;P;F;8001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.15.00.00.00.000;04;0402;676.704,67;0,00;849.388,80;1.515.716,41;10.377,06;0,00;"Banrisul -MDE 04.012294.0-3(0020)";A;08;F;S;P;F;0020;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.16.00.00.00.000;05;0501;7.933,13;0,00;416.340,13;414.391,62;9.881,64;0,00;"Banrisul Saude 15% 04.012295.0-0(0040)";A;08;F;S;P;F;0040;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.17.00.00.00.000;02;0201;0,00;0,00;4.591,79;4.591,79;0,00;0,00;"Banrisul Ret.Empr.04.012296.0-8(8002)";A;08;F;S;P;F;8002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.20.00.00.00.000;05;0501;50.477,96;0,00;64.235,95;13.511,41;101.202,50;0,00;"Banrisul - Prog. Farmacia Cuidar + FME (4050.03)";A;08;F;S;P;F;4050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.21.00.00.00.000;05;0501;13.193,32;0,00;18.291,26;0,00;31.484,58;0,00;"Banrisul- PIAPS - Incentivo APS (4090.02)";A;08;F;S;P;F;4090;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.22.00.00.00.000;05;0501;7.041,99;0,00;2.496,29;0,00;9.538,28;0,00;"Banrisul Farm.Basica04.012719.0-6(4050.01)";A;08;F;S;P;F;4050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.23.00.00.00.000;05;0501;30.363,05;0,00;31.623,90;5.068,05;56.918,90;0,00;"Banrisul - PIAPS - Rede Bem Cuidar (4011.04)";A;08;F;S;P;F;4011;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.24.00.00.00.000;05;0501;26.839,63;0,00;48.646,36;720,00;74.765,99;0,00;"Banrisul - PIAPS - Sociodemografico (4011.05)";A;08;F;S;P;F;4011;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.25.00.00.00.000;05;0501;74.240,52;0,00;3.357,78;48.442,43;29.155,87;0,00;"Banrisul -Atencao Bas. -PIES 04.012719.0-6 (4011.01)";A;08;F;S;P;F;4011;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.26.00.00.00.000;05;0501;17.208,29;0,00;250,13;0,00;17.458,42;0,00;"Banrisul - Protese Dent. 04.0127190-6(4111)";A;08;F;S;P;F;4111;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.27.00.00.00.000;05;0501;107.519,11;0,00;15.585,91;7.565,54;115.539,48;0,00;"Banrisul PPV Enf.Crack 04.012.719.0-6(4011.02";A;08;F;S;P;F;4011;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.28.00.00.00.000;05;0501;62.735,83;0,00;523,38;63.259,21;0,00;0,00;"Banrisul Saude Familia 04.012719.06";A;08;F;S;P;F;4090;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.31.00.00.00.000;05;0501;10.000,00;0,00;325,10;0,00;10.325,10;0,00;"Banrisul - Saude do Homem (PEAISH) (4011.06)";A;08;F;S;P;F;4011;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.39.00.00.00.000;08;0802;0,00;0,00;6.463,51;0,00;6.463,51;0,00;"Banrisul - FEAS(1014)";A;08;F;S;P;F;1014;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.49.00.00.00.000;05;0501;0,00;0,00;18.852,08;0,00;18.852,08;0,00;"Banrisul - Distribuicao de Fraldas (4050.02)";A;08;F;S;P;F;4050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.12.50.00.00.00.000;03;0301;385,53;0,00;10,26;0,00;395,79;0,00;"Banrisul- ISS";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.00.00.00.000;02;0201;78.038,91;0,00;3.428.378,06;3.453.987,58;52.429,39;0,00;SICREDI;S;08;F;N;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.01.00.00.000;04;0402;30.688,02;0,00;1.062,10;0,00;31.750,12;0,00;"B. Sicredi - Restit. Antecip. Transp. Escolar 2020 06490-7";A;09;F;S;P;F;1003;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.02.00.00.000;05;0501;8.768,89;0,00;246.855,12;251.311,47;4.312,54;0,00;"B. Sicredi - Saude 07.874-2";A;09;F;S;P;F;0040;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.03.00.00.000;04;0402;18.958,91;0,00;101.384,00;120.065,90;277,01;0,00;"B. Sicredi - MDE 07.875-0";A;09;F;S;P;F;0020;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.04.00.00.000;03;0301;0,00;0,00;116.325,49;116.325,49;0,00;0,00;"B. Sicredi - CONSIGNADO FOLHA";A;09;F;S;P;F;8001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.05.00.00.000;03;0301;0,00;0,00;2.262.342,54;2.262.342,54;0,00;0,00;"B. Sicredi - Folha Pagto Prefeitura";A;09;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.07.00.00.000;03;0301;19.623,09;0,00;696.993,18;700.526,55;16.089,72;0,00;"B.Sicredi - Conta Movimento 07.882-5";A;09;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.19.99.01.09.00.00.000;03;0301;0,00;0,00;3.415,63;3.415,63;0,00;0,00;"B. Sicredi - Retencoes Empresas 14.929-6";A;09;F;S;P;F;8002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.00.00.00.00.00.000;02;0201;6.174.848,94;0,00;10.744.575,24;8.636.721,76;8.282.702,42;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;06;F;N;P;F;8002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.00.00.00.00.000;02;0201;0,00;0,00;10.728.056,40;2.445.353,98;8.282.702,42;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;07;F;N;P;F;8002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.01.00.00.00.000;06;0602;0,00;0,00;227.416,41;151.772,37;75.644,04;0,00;"Banrisul - Cons. Pop. FPE 2937/21 (1021)";A;08;F;S;P;F;1021;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.02.00.00.00.000;03;0301;0,00;0,00;5.551.189,41;1.124.678,73;4.426.510,68;0,00;"B.Brasil aplicacao Fixa";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.03.00.00.00.000;05;0501;0,00;0,00;91,99;0,00;91,99;0,00;"Banrisul Alienacao Bens Saude (4002)";A;08;F;S;P;F;4002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.04.00.00.00.000;02;0201;0,00;0,00;10.992,58;0,00;10.992,58;0,00;"CEF aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.05.00.00.00.000;03;0301;0,00;0,00;3.449.083,52;250.171,04;3.198.912,48;0,00;"Banrisul aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.06.00.00.00.000;06;0603;0,00;0,00;39.111,49;2.679,70;36.431,79;0,00;"Banrisul - Aplic Fundo Meio ambiente";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.07.00.00.00.000;04;0402;0,00;0,00;609.269,94;609.269,94;0,00;0,00;"Banrisul -MDE 04.012294.0-3 (0020)";A;08;F;S;P;F;0020;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.08.00.00.00.000;05;0501;0,00;0,00;127.514,33;0,00;127.514,33;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.08.00.00.00.000;05;0501;0,00;0,00;747,75;0,00;747,75;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;3110;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.09.00.00.00.000;05;0501;0,00;0,00;102.132,39;0,00;102.132,39;0,00;"Banrisul - Emenda Ambulancia Port. 319/21 (4292)";A;08;F;S;P;F;4292;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.11.00.00.00.000;03;0301;0,00;0,00;583.582,84;305.000,00;278.582,84;0,00;"B.Sicredi Aplicacao - 07.882-5";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.12.00.00.00.000;04;0402;0,00;0,00;137,17;0,00;137,17;0,00;"Banrisul - Alienacao Bens da Educacao (1001)";A;08;F;S;P;F;1001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.13.00.00.00.000;03;0301;0,00;0,00;2.738,01;0,00;2.738,01;0,00;"Banrisul - Alienacao de Bens 04.020061.2-6 (1002)";A;08;F;S;P;F;1002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.14.00.00.00.000;08;0802;0,00;0,00;13,51;0,00;13,51;0,00;"Banrisul - Alienacao Bens da Assist. Social 04.020064.0-8 (1007)";A;08;F;S;P;F;1007;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.15.00.00.00.000;08;0802;0,00;0,00;1.394,01;0,00;1.394,01;0,00;"B.Brasil - Doacao IR SRF - 11.874-5 (1006)";A;08;F;S;P;F;1006;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.16.00.00.00.000;05;0501;0,00;0,00;1.802,66;0,00;1.802,66;0,00;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.16.00.00.00.000;05;0501;0,00;0,00;0,00;1.782,20;0,00;1.782,20;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;3160;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.17.00.00.00.000;08;0802;0,00;0,00;6.072,42;0,00;6.072,42;0,00;"B.Brasil - Port. 751/2022 - FNAS (1008)";A;08;F;S;P;F;1008;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.18.00.00.00.000;05;0501;0,00;0,00;221,97;0,00;221,97;0,00;"B.Brasil - Covid-19 - Port. 377/22 At. Basica (4500.07)";A;08;F;S;P;F;4500;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.01.18.00.00.00.000;05;0501;0,00;0,00;14.544,00;0,00;14.544,00;0,00;"B.Brasil - Covid-19 - Port. 377/22 At. Basica (4500.07)";A;08;F;S;P;F;4500;3160;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.00.00.00.00.000;02;0201;6.174.848,94;0,00;16.518,84;6.191.367,78;0,00;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;07;F;N;P;F;4500;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.02.00.00.00.000;03;0301;2.797.627,29;0,00;0,00;2.797.627,29;0,00;0,00;"B.Brasil aplicacao Fixa";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.06.00.00.00.000;05;0501;91,99;0,00;0,00;91,99;0,00;0,00;"Banrisul Alienacao Bens Saude (4002)";A;08;F;S;P;F;4002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.07.00.00.00.000;02;0201;10.726,20;0,00;0,00;10.726,20;0,00;0,00;"CEF aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.08.00.00.00.000;03;0301;2.535.133,48;0,00;16.518,84;2.551.652,32;0,00;0,00;"Banrisul aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.10.00.00.00.000;06;0603;29.274,25;0,00;0,00;29.274,25;0,00;0,00;"Banrisul - Aplic Fundo Meio ambiente";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.14.00.00.00.000;05;0501;125.033,55;0,00;0,00;125.033,55;0,00;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.16.00.00.00.000;05;0501;102.132,39;0,00;0,00;102.132,39;0,00;0,00;"Banrisul - Emenda Ambulancia Port. 319/21 (4292)";A;08;F;S;P;F;4292;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.21.00.00.00.000;03;0301;568.832,70;0,00;0,00;568.832,70;0,00;0,00;"B.Sicredi Aplicacao - 07.882-5";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.22.00.00.00.000;04;0401;137,17;0,00;0,00;137,17;0,00;0,00;"Banrisul - Alienacao Bens da Educacao (1001)";A;08;F;S;P;F;1001;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.23.00.00.00.000;03;0301;2.684,83;0,00;0,00;2.684,83;0,00;0,00;"Banrisul - Alienacao de Bens 04.020061.2-6 (1002)";A;08;F;S;P;F;1002;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.24.00.00.00.000;08;0802;13,51;0,00;0,00;13,51;0,00;0,00;"Banrisul - Alienacao Bens da Assist. Social 04.020064.0-8 (1007)";A;08;F;S;P;F;1007;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.25.00.00.00.000;08;0802;1.358,92;0,00;0,00;1.358,92;0,00;0,00;"B.Brasil - Doacao IR SRF - 11.874-5 (1006)";A;08;F;S;P;F;1006;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.50.06.29.00.00.00.000;05;0501;1.802,66;0,00;0,00;1.802,66;0,00;0,00;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.52.00.00.00.00.00.000;02;0201;0,00;0,00;32.537,13;7.554,60;24.982,53;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - RPPS - TAXA DE ADMINISTRACAO";S;06;F;N;P;F;4511;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.1.1.1.52.01.00.00.00.00.000;10;1001;0,00;0,00;32.537,13;7.554,60;24.982,53;0,00;"BANRISUL SOBERANO FI R. FIXA SIMPLES LP - TX DE ADM.";A;07;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.2.0.0.00.00.00.00.00.00.000;02;0201;96.774,87;0,00;432.543,25;248.812,79;280.505,33;0,00;"CREDITOS A CURTO PRAZO";S;03;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.2.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;295.786,95;151.769,41;144.017,54;0,00;"CREDITOS TRIBUTARIOS A RECEBER";S;04;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.2.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;295.786,95;151.769,41;144.017,54;0,00;"CREDITOS TRIBUTARIOS A RECEBER - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
